accuracy,classifier,dataset,f1,flip_type,iteration,latency,modification_method,num_poisoned,poisoned_classes,precision,recall,timestamp,total_images,f1_class_0,f1_class_1,f1_class_10,f1_class_11,f1_class_12,f1_class_13,f1_class_14,f1_class_15,f1_class_16,f1_class_17,f1_class_18,f1_class_19,f1_class_2,f1_class_20,f1_class_21,f1_class_22,f1_class_23,f1_class_24,f1_class_25,f1_class_26,f1_class_27,f1_class_28,f1_class_29,f1_class_3,f1_class_30,f1_class_31,f1_class_32,f1_class_33,f1_class_34,f1_class_35,f1_class_36,f1_class_37,f1_class_38,f1_class_39,f1_class_4,f1_class_40,f1_class_41,f1_class_42,f1_class_5,f1_class_6,f1_class_7,f1_class_8,f1_class_9,mode,precision_class_0,precision_class_1,precision_class_10,precision_class_11,precision_class_12,precision_class_13,precision_class_14,precision_class_15,precision_class_16,precision_class_17,precision_class_18,precision_class_19,precision_class_2,precision_class_20,precision_class_21,precision_class_22,precision_class_23,precision_class_24,precision_class_25,precision_class_26,precision_class_27,precision_class_28,precision_class_29,precision_class_3,precision_class_30,precision_class_31,precision_class_32,precision_class_33,precision_class_34,precision_class_35,precision_class_36,precision_class_37,precision_class_38,precision_class_39,precision_class_4,precision_class_40,precision_class_41,precision_class_42,precision_class_5,precision_class_6,precision_class_7,precision_class_8,precision_class_9,recall_class_0,recall_class_1,recall_class_10,recall_class_11,recall_class_12,recall_class_13,recall_class_14,recall_class_15,recall_class_16,recall_class_17,recall_class_18,recall_class_19,recall_class_2,recall_class_20,recall_class_21,recall_class_22,recall_class_23,recall_class_24,recall_class_25,recall_class_26,recall_class_27,recall_class_28,recall_class_29,recall_class_3,recall_class_30,recall_class_31,recall_class_32,recall_class_33,recall_class_34,recall_class_35,recall_class_36,recall_class_37,recall_class_38,recall_class_39,recall_class_4,recall_class_40,recall_class_41,recall_class_42,recall_class_5,recall_class_6,recall_class_7,recall_class_8,recall_class_9
0.415,RandomForest,GTSRB,0.4450072252601641,random_to_random,0,0.10563874244689941,label_flipping,500,,0.5887704593145388,0.415,20241226_222446,1000,0.6301369863013698,0.06451612903225806,0.27586206896551724,0.21428571428571427,0.26666666666666666,0.45454545454545453,0.8372093023255814,0.35294117647058826,0.6976744186046512,0.5945945945945946,0.34782608695652173,0.48484848484848486,0.20512820512820512,0.5333333333333333,0.65,0.5882352941176471,0.3783783783783784,0.6666666666666666,0.07407407407407407,0.5142857142857142,0.5652173913043478,0.43902439024390244,0.6666666666666666,0.08,0.6122448979591837,0.41025641025641024,0.6274509803921569,0.4375,0.5714285714285714,0.7142857142857143,0.65,0.8292682926829268,0.20689655172413793,0.7222222222222222,0.24242424242424243,0.6486486486486487,0.5116279069767442,0.3333333333333333,0.20689655172413793,0.15384615384615385,0.23255813953488372,0.10423452768729642,0.375,standard,0.46,0.125,0.8,0.6,0.6666666666666666,0.47619047619047616,0.9,0.5454545454545454,0.75,0.9166666666666666,0.2608695652173913,0.8,0.26666666666666666,0.5454545454545454,0.7647058823529411,0.9090909090909091,0.5,0.8125,0.25,0.75,0.5652173913043478,0.5,0.6818181818181818,0.07407407407407407,0.5769230769230769,0.5,0.5714285714285714,0.875,0.5384615384615384,0.6060606060606061,0.8125,0.9444444444444444,0.6,1.0,0.4,0.8571428571428571,0.55,0.7142857142857143,0.6,0.13793103448275862,0.2631578947368421,0.056338028169014086,0.75,1.0,0.043478260869565216,0.16666666666666666,0.13043478260869565,0.16666666666666666,0.43478260869565216,0.782608695652174,0.2608695652173913,0.6521739130434783,0.44,0.5217391304347826,0.34782608695652173,0.16666666666666666,0.5217391304347826,0.5652173913043478,0.43478260869565216,0.30434782608695654,0.5652173913043478,0.043478260869565216,0.391304347826087,0.5652173913043478,0.391304347826087,0.6521739130434783,0.08695652173913043,0.6521739130434783,0.34782608695652173,0.6956521739130435,0.2916666666666667,0.6086956521739131,0.8695652173913043,0.5416666666666666,0.7391304347826086,0.125,0.5652173913043478,0.17391304347826086,0.5217391304347826,0.4782608695652174,0.21739130434782608,0.125,0.17391304347826086,0.20833333333333334,0.6956521739130435,0.25
0.406,RandomForest,GTSRB,0.43332671136509593,random_to_random,0,0.2097010612487793,label_flipping,1000,,0.5903362326871333,0.406,20241226_222446,1000,0.5411764705882353,0.26666666666666666,0.2,0.4117647058823529,0.2857142857142857,0.37037037037037035,0.8181818181818182,0.5641025641025641,0.7111111111111111,0.631578947368421,0.4406779661016949,0.5142857142857142,0.2,0.4489795918367347,0.5853658536585366,0.4666666666666667,0.5641025641025641,0.6666666666666666,0.07407407407407407,0.5,0.5714285714285714,0.4,0.5957446808510638,0.1,0.5106382978723404,0.2222222222222222,0.5,0.30303030303030304,0.38461538461538464,0.6545454545454545,0.6486486486486487,0.65,0.3225806451612903,0.7027027027027027,0.2564102564102564,0.7317073170731707,0.5128205128205128,0.5,0.07142857142857142,0.13058419243986255,0.21052631578947367,0.08695652173913043,0.3448275862068966,standard,0.3709677419354839,0.2727272727272727,0.5,0.6363636363636364,1.0,0.3225806451612903,0.8571428571428571,0.6875,0.7272727272727273,0.9230769230769231,0.3611111111111111,0.75,0.5,0.4230769230769231,0.6666666666666666,1.0,0.6875,0.9230769230769231,0.25,0.6923076923076923,0.5384615384615384,0.5833333333333334,0.5833333333333334,0.11764705882352941,0.5,0.75,0.5882352941176471,0.5555555555555556,0.3448275862068966,0.5625,0.9230769230769231,0.7647058823529411,0.7142857142857143,0.9285714285714286,0.3125,0.8333333333333334,0.625,0.8888888888888888,0.25,0.0708955223880597,0.2857142857142857,0.06521739130434782,1.0,1.0,0.2608695652173913,0.125,0.30434782608695654,0.16666666666666666,0.43478260869565216,0.782608695652174,0.4782608695652174,0.6956521739130435,0.48,0.5652173913043478,0.391304347826087,0.125,0.4782608695652174,0.5217391304347826,0.30434782608695654,0.4782608695652174,0.5217391304347826,0.043478260869565216,0.391304347826087,0.6086956521739131,0.30434782608695654,0.6086956521739131,0.08695652173913043,0.5217391304347826,0.13043478260869565,0.43478260869565216,0.20833333333333334,0.43478260869565216,0.782608695652174,0.5,0.5652173913043478,0.20833333333333334,0.5652173913043478,0.21739130434782608,0.6521739130434783,0.43478260869565216,0.34782608695652173,0.041666666666666664,0.8260869565217391,0.16666666666666666,0.13043478260869565,0.20833333333333334
0.456,RandomForest,GTSRB,0.4863464461678542,random_to_random,0,0.2610492706298828,label_flipping,50,,0.6436649827083821,0.456,20241226_222446,1000,0.5822784810126582,0.4090909090909091,0.3125,0.5263157894736842,0.26666666666666666,0.5454545454545454,0.8936170212765957,0.3225806451612903,0.7727272727272727,0.6842105263157895,0.3333333333333333,0.6060606060606061,0.29411764705882354,0.6666666666666666,0.39215686274509803,0.48484848484848486,0.42424242424242425,0.6829268292682927,0.36363636363636365,0.5294117647058824,0.5238095238095238,0.5,0.6976744186046512,0.3157894736842105,0.5384615384615384,0.3684210526315789,0.5970149253731343,0.5555555555555556,0.6818181818181818,0.6037735849056604,0.6153846153846154,0.8372093023255814,0.36363636363636365,0.7567567567567568,0.07407407407407407,0.7317073170731707,0.45161290322580644,0.35714285714285715,0.36363636363636365,0.1568627450980392,0.3,0.12244897959183673,0.3448275862068966,dynadetect,0.4107142857142857,0.47368421052631576,0.625,0.6666666666666666,0.5714285714285714,1.0,0.9130434782608695,0.625,0.85,0.8666666666666667,0.2903225806451613,1.0,0.45454545454545453,0.6071428571428571,0.35714285714285715,0.8,0.7,0.7777777777777778,0.6,0.8181818181818182,0.5789473684210527,0.5882352941176471,0.75,0.46153846153846156,0.4827586206896552,0.4666666666666667,0.45454545454545453,0.7692307692307693,0.7142857142857143,0.5333333333333333,0.75,0.9,0.6666666666666666,1.0,0.5,0.8333333333333334,0.875,1.0,0.6,0.08620689655172414,0.35294117647058826,0.08,0.8333333333333334,1.0,0.36,0.20833333333333334,0.43478260869565216,0.17391304347826086,0.375,0.875,0.21739130434782608,0.7083333333333334,0.5652173913043478,0.391304347826087,0.43478260869565216,0.21739130434782608,0.7391304347826086,0.43478260869565216,0.34782608695652173,0.30434782608695654,0.6086956521739131,0.2608695652173913,0.391304347826087,0.4782608695652174,0.43478260869565216,0.6521739130434783,0.24,0.6086956521739131,0.30434782608695654,0.8695652173913043,0.43478260869565216,0.6521739130434783,0.6956521739130435,0.5217391304347826,0.782608695652174,0.25,0.6086956521739131,0.04,0.6521739130434783,0.30434782608695654,0.21739130434782608,0.2608695652173913,0.8695652173913043,0.2608695652173913,0.2608695652173913,0.21739130434782608
0.455,RandomForest,GTSRB,0.4772888723947749,random_to_random,0,0.19893741607666016,label_flipping,150,,0.6171386742323309,0.455,20241226_222446,1000,0.5168539325842697,0.18604651162790697,0.21621621621621623,0.65,0.15384615384615385,0.4375,0.8936170212765957,0.25,0.8292682926829268,0.7804878048780488,0.375,0.5161290322580645,0.34285714285714286,0.5862068965517241,0.45454545454545453,0.5625,0.631578947368421,0.7,0.46153846153846156,0.5161290322580645,0.5217391304347826,0.40816326530612246,0.5769230769230769,0.1875,0.5,0.358974358974359,0.6101694915254238,0.5,0.5454545454545454,0.7346938775510204,0.4878048780487805,0.8837209302325582,0.07692307692307693,0.7567567567567568,0.14285714285714285,0.7441860465116279,0.5,0.7142857142857143,0.3888888888888889,0.14736842105263157,0.2564102564102564,0.13333333333333333,0.36363636363636365,dynadetect,0.3484848484848485,0.2222222222222222,0.3076923076923077,0.7647058823529411,0.6666666666666666,0.875,0.9130434782608695,0.4444444444444444,1.0,0.8888888888888888,0.6666666666666666,1.0,0.5,0.4857142857142857,0.47619047619047616,1.0,0.8,0.8235294117647058,0.5625,1.0,0.5217391304347826,0.38461538461538464,0.5172413793103449,0.42857142857142855,0.4482758620689655,0.4375,0.5,0.6923076923076923,0.5714285714285714,0.6923076923076923,0.5555555555555556,0.95,0.5,1.0,0.6666666666666666,0.8,0.6923076923076923,0.7894736842105263,0.5384615384615384,0.08015267175572519,0.3125,0.13636363636363635,0.6,1.0,0.16,0.16666666666666666,0.5652173913043478,0.08695652173913043,0.2916666666666667,0.875,0.17391304347826086,0.7083333333333334,0.6956521739130435,0.2608695652173913,0.34782608695652173,0.2608695652173913,0.7391304347826086,0.43478260869565216,0.391304347826087,0.5217391304347826,0.6086956521739131,0.391304347826087,0.34782608695652173,0.5217391304347826,0.43478260869565216,0.6521739130434783,0.12,0.5652173913043478,0.30434782608695654,0.782608695652174,0.391304347826087,0.5217391304347826,0.782608695652174,0.43478260869565216,0.8260869565217391,0.041666666666666664,0.6086956521739131,0.08,0.6956521739130435,0.391304347826087,0.6521739130434783,0.30434782608695654,0.9130434782608695,0.21739130434782608,0.13043478260869565,0.2608695652173913
0.441,RandomForest,GTSRB,0.4682582959077417,random_to_random,0,0.14018654823303223,label_flipping,250,,0.6191202143564382,0.441,20241226_222446,1000,0.5822784810126582,0.36363636363636365,0.24390243902439024,0.5294117647058824,0.4,0.48484848484848486,0.8979591836734694,0.5,0.8,0.7027027027027027,0.45714285714285713,0.5714285714285714,0.20689655172413793,0.6181818181818182,0.43137254901960786,0.4666666666666667,0.5128205128205128,0.65,0.4,0.47058823529411764,0.6111111111111112,0.5,0.6842105263157895,0.12121212121212122,0.49056603773584906,0.36363636363636365,0.4838709677419355,0.45,0.4827586206896552,0.56,0.42105263157894735,0.7619047619047619,0.24242424242424243,0.7567567567567568,0.07407407407407407,0.8205128205128205,0.4444444444444444,0.43478260869565216,0.25,0.46511627906976744,0.2033898305084746,0.12274368231046931,0.16,dynadetect,0.4107142857142857,0.42105263157894735,0.29411764705882354,0.8181818181818182,0.8571428571428571,0.8888888888888888,0.88,0.8888888888888888,0.8571428571428571,0.9285714285714286,0.6666666666666666,0.8333333333333334,0.5,0.53125,0.39285714285714285,1.0,0.625,0.7647058823529411,0.5833333333333334,0.7272727272727273,0.8461538461538461,0.42424242424242425,0.8666666666666667,0.25,0.43333333333333335,0.6,0.38461538461538464,0.5294117647058824,0.4,0.5185185185185185,0.5333333333333333,0.8421052631578947,0.4444444444444444,1.0,0.5,1.0,0.6153846153846154,0.43478260869565216,0.4444444444444444,0.5,0.16666666666666666,0.06692913385826772,1.0,1.0,0.32,0.20833333333333334,0.391304347826087,0.2608695652173913,0.3333333333333333,0.9166666666666666,0.34782608695652173,0.75,0.5652173913043478,0.34782608695652173,0.43478260869565216,0.13043478260869565,0.7391304347826086,0.4782608695652174,0.30434782608695654,0.43478260869565216,0.5652173913043478,0.30434782608695654,0.34782608695652173,0.4782608695652174,0.6086956521739131,0.5652173913043478,0.08,0.5652173913043478,0.2608695652173913,0.6521739130434783,0.391304347826087,0.6086956521739131,0.6086956521739131,0.34782608695652173,0.6956521739130435,0.16666666666666666,0.6086956521739131,0.04,0.6956521739130435,0.34782608695652173,0.43478260869565216,0.17391304347826086,0.43478260869565216,0.2608695652173913,0.7391304347826086,0.08695652173913043
0.43,RandomForest,GTSRB,0.4537111622661846,random_to_random,0,0.14172673225402832,label_flipping,350,,0.6085006783377923,0.43,20241226_222446,1000,0.5054945054945055,0.27906976744186046,0.2631578947368421,0.6857142857142857,0.23076923076923078,0.3333333333333333,0.8695652173913043,0.18181818181818182,0.8372093023255814,0.717948717948718,0.31746031746031744,0.5161290322580645,0.15384615384615385,0.5652173913043478,0.4444444444444444,0.47058823529411764,0.5581395348837209,0.6829268292682927,0.5,0.5,0.5714285714285714,0.5853658536585366,0.6521739130434783,0.0,0.6,0.48484848484848486,0.5846153846153846,0.45714285714285713,0.6,0.7307692307692307,0.4864864864864865,0.7441860465116279,0.25,0.717948717948718,0.05405405405405406,0.6530612244897959,0.5142857142857142,0.16,0.35,0.13114754098360656,0.2033898305084746,0.22857142857142856,0.21428571428571427,dynadetect,0.3382352941176471,0.3333333333333333,0.35714285714285715,1.0,1.0,0.8333333333333334,0.9090909090909091,0.3,0.9473684210526315,0.875,0.25,1.0,0.6666666666666666,0.5652173913043478,0.6153846153846154,0.7272727272727273,0.6,0.7777777777777778,0.6923076923076923,0.6923076923076923,0.631578947368421,0.6666666666666666,0.6521739130434783,0.0,0.7058823529411765,0.8,0.4523809523809524,0.6666666666666666,0.7058823529411765,0.6551724137931034,0.6428571428571429,0.8,0.5,0.875,0.08333333333333333,0.6153846153846154,0.75,1.0,0.4117647058823529,0.07092198581560284,0.16666666666666666,0.3333333333333333,0.6,1.0,0.24,0.20833333333333334,0.5217391304347826,0.13043478260869565,0.20833333333333334,0.8333333333333334,0.13043478260869565,0.75,0.6086956521739131,0.43478260869565216,0.34782608695652173,0.08695652173913043,0.5652173913043478,0.34782608695652173,0.34782608695652173,0.5217391304347826,0.6086956521739131,0.391304347826087,0.391304347826087,0.5217391304347826,0.5217391304347826,0.6521739130434783,0.0,0.5217391304347826,0.34782608695652173,0.8260869565217391,0.34782608695652173,0.5217391304347826,0.8260869565217391,0.391304347826087,0.6956521739130435,0.16666666666666666,0.6086956521739131,0.04,0.6956521739130435,0.391304347826087,0.08695652173913043,0.30434782608695654,0.8695652173913043,0.2608695652173913,0.17391304347826086,0.13043478260869565
0.445,RandomForest,GTSRB,0.4803624940270348,random_to_random,0,0.10217738151550293,label_flipping,500,,0.6545427716104941,0.445,20241226_222446,1000,0.6052631578947368,0.43137254901960786,0.17142857142857143,0.6046511627906976,0.3333333333333333,0.3448275862068966,0.851063829787234,0.375,0.7804878048780488,0.5882352941176471,0.38596491228070173,0.5555555555555556,0.25806451612903225,0.6938775510204082,0.41509433962264153,0.5,0.3225806451612903,0.7,0.4444444444444444,0.4,0.55,0.6470588235294118,0.6470588235294118,0.1935483870967742,0.5957446808510638,0.2978723404255319,0.5555555555555556,0.4375,0.5833333333333334,0.7058823529411765,0.5641025641025641,0.8,0.4444444444444444,0.7027027027027027,0.13333333333333333,0.8636363636363636,0.5555555555555556,0.4666666666666667,0.34285714285714286,0.14193548387096774,0.16,0.14285714285714285,0.41379310344827586,dynadetect,0.4339622641509434,0.4230769230769231,0.2727272727272727,0.65,0.7142857142857143,1.0,0.8695652173913043,0.6666666666666666,0.9411764705882353,0.9090909090909091,0.3235294117647059,0.7692307692307693,0.5,0.6538461538461539,0.36666666666666664,0.8888888888888888,0.625,0.8235294117647058,0.6153846153846154,0.8571428571428571,0.6470588235294118,1.0,1.0,0.5,0.5833333333333334,0.2916666666666667,0.4838709677419355,0.7777777777777778,0.56,0.6428571428571429,0.6875,0.9411764705882353,0.6666666666666666,0.9285714285714286,0.4,0.9047619047619048,0.7692307692307693,1.0,0.5,0.07665505226480836,0.11538461538461539,0.4,1.0,1.0,0.44,0.125,0.5652173913043478,0.21739130434782608,0.20833333333333334,0.8333333333333334,0.2608695652173913,0.6666666666666666,0.43478260869565216,0.4782608695652174,0.43478260869565216,0.17391304347826086,0.7391304347826086,0.4782608695652174,0.34782608695652173,0.21739130434782608,0.6086956521739131,0.34782608695652173,0.2608695652173913,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.12,0.6086956521739131,0.30434782608695654,0.6521739130434783,0.30434782608695654,0.6086956521739131,0.782608695652174,0.4782608695652174,0.6956521739130435,0.3333333333333333,0.5652173913043478,0.08,0.8260869565217391,0.43478260869565216,0.30434782608695654,0.2608695652173913,0.9565217391304348,0.2608695652173913,0.08695652173913043,0.2608695652173913
0.407,RandomForest,GTSRB,0.425627036331458,random_to_random,0,0.10042929649353027,label_flipping,1000,,0.600282932137666,0.407,20241226_222446,1000,0.55,0.23076923076923078,0.26666666666666666,0.48484848484848486,0.3333333333333333,0.3333333333333333,0.8679245283018868,0.35294117647058826,0.7692307692307693,0.5882352941176471,0.29508196721311475,0.4,0.20689655172413793,0.5333333333333333,0.35714285714285715,0.27586206896551724,0.21428571428571427,0.6666666666666666,0.45714285714285713,0.2962962962962963,0.4528301886792453,0.4375,0.5909090909090909,0.0,0.35294117647058826,0.14814814814814814,0.6440677966101694,0.5945945945945946,0.5416666666666666,0.6545454545454545,0.5405405405405406,0.8571428571428571,0.3448275862068966,0.7,0.07142857142857142,0.7804878048780488,0.4666666666666667,0.5454545454545454,0.24489795918367346,0.1556420233463035,0.20408163265306123,0.09195402298850575,0.4666666666666667,dynadetect,0.38596491228070173,0.2222222222222222,0.6666666666666666,0.8,0.7142857142857143,0.8333333333333334,0.7931034482758621,0.5454545454545454,1.0,0.9090909090909091,0.23684210526315788,0.5833333333333334,0.5,0.43243243243243246,0.30303030303030304,0.6666666666666666,0.6,0.8125,0.6666666666666666,1.0,0.4,0.7777777777777778,0.6190476190476191,0.0,0.32142857142857145,0.5,0.5277777777777778,0.7857142857142857,0.52,0.5625,0.7142857142857143,0.9473684210526315,1.0,0.8235294117647058,0.3333333333333333,0.8888888888888888,1.0,0.9,0.23076923076923078,0.08547008547008547,0.19230769230769232,0.0625,1.0,0.9565217391304348,0.24,0.16666666666666666,0.34782608695652173,0.21739130434782608,0.20833333333333334,0.9583333333333334,0.2608695652173913,0.625,0.43478260869565216,0.391304347826087,0.30434782608695654,0.13043478260869565,0.6956521739130435,0.43478260869565216,0.17391304347826086,0.13043478260869565,0.5652173913043478,0.34782608695652173,0.17391304347826086,0.5217391304347826,0.30434782608695654,0.5652173913043478,0.0,0.391304347826087,0.08695652173913043,0.8260869565217391,0.4782608695652174,0.5652173913043478,0.782608695652174,0.43478260869565216,0.782608695652174,0.20833333333333334,0.6086956521739131,0.04,0.6956521739130435,0.30434782608695654,0.391304347826087,0.2608695652173913,0.8695652173913043,0.21739130434782608,0.17391304347826086,0.30434782608695654
0.709,KNeighbors,GTSRB,0.7054902001985202,random_to_random,0,0.18057608604431152,label_flipping,50,,0.7245636657593875,0.709,20241226_222446,1000,0.7586206896551724,0.5106382978723404,0.6363636363636364,0.47619047619047616,0.5945945945945946,0.7272727272727273,0.6842105263157895,0.7441860465116279,0.92,0.8888888888888888,0.5777777777777777,0.8627450980392157,0.24390243902439024,0.5454545454545454,0.8571428571428571,0.7727272727272727,0.851063829787234,0.8181818181818182,0.35294117647058826,0.7619047619047619,0.8163265306122449,0.68,0.7555555555555555,0.34615384615384615,0.851063829787234,0.7272727272727273,0.7719298245614035,0.8292682926829268,0.9230769230769231,0.8695652173913043,0.625,0.9361702127659575,0.6666666666666666,0.9777777777777777,0.4166666666666667,0.7843137254901961,0.7567567567567568,0.9583333333333334,0.5,0.7924528301886793,0.4166666666666667,0.6363636363636364,0.7619047619047619,standard,0.6285714285714286,0.5,0.6666666666666666,0.5555555555555556,0.7857142857142857,0.7619047619047619,0.8666666666666667,0.8,0.8518518518518519,0.9523809523809523,0.65,0.7857142857142857,0.29411764705882354,0.4186046511627907,0.8076923076923077,0.8095238095238095,0.8333333333333334,0.8571428571428571,0.6,0.8421052631578947,0.7692307692307693,0.6296296296296297,0.7727272727272727,0.3103448275862069,0.8333333333333334,0.7619047619047619,0.6470588235294118,1.0,0.8571428571428571,0.9090909090909091,0.6,0.9166666666666666,0.8125,1.0,0.4166666666666667,0.7142857142857143,1.0,0.92,0.4375,0.7,0.4,0.6666666666666666,0.8421052631578947,0.9565217391304348,0.5217391304347826,0.6086956521739131,0.4166666666666667,0.4782608695652174,0.6956521739130435,0.5652173913043478,0.6956521739130435,1.0,0.8333333333333334,0.52,0.9565217391304348,0.20833333333333334,0.782608695652174,0.9130434782608695,0.7391304347826086,0.8695652173913043,0.782608695652174,0.25,0.6956521739130435,0.8695652173913043,0.7391304347826086,0.7391304347826086,0.391304347826087,0.8695652173913043,0.6956521739130435,0.9565217391304348,0.7083333333333334,1.0,0.8333333333333334,0.6521739130434783,0.9565217391304348,0.5652173913043478,0.9565217391304348,0.4166666666666667,0.8695652173913043,0.6086956521739131,1.0,0.5833333333333334,0.9130434782608695,0.43478260869565216,0.6086956521739131,0.6956521739130435
0.705,KNeighbors,GTSRB,0.7015532325579814,random_to_random,0,0.04793596267700195,label_flipping,150,,0.7231231405273852,0.705,20241226_222446,1000,0.7457627118644068,0.4444444444444444,0.5581395348837209,0.5,0.5945945945945946,0.7272727272727273,0.6842105263157895,0.7441860465116279,0.92,0.8888888888888888,0.6382978723404256,0.8627450980392157,0.23255813953488372,0.5454545454545454,0.8936170212765957,0.7142857142857143,0.851063829787234,0.8,0.36363636363636365,0.7619047619047619,0.8,0.6666666666666666,0.7555555555555555,0.37735849056603776,0.851063829787234,0.7441860465116279,0.7586206896551724,0.8292682926829268,0.9230769230769231,0.8695652173913043,0.625,0.9361702127659575,0.6341463414634146,0.9777777777777777,0.4166666666666667,0.7843137254901961,0.7222222222222222,0.9583333333333334,0.509090909090909,0.7777777777777778,0.44,0.6341463414634146,0.7441860465116279,standard,0.6111111111111112,0.45454545454545453,0.6,0.625,0.7857142857142857,0.7619047619047619,0.8666666666666667,0.8,0.8518518518518519,0.9523809523809523,0.6818181818181818,0.7857142857142857,0.2631578947368421,0.4186046511627907,0.875,0.7894736842105263,0.8333333333333334,0.8181818181818182,0.6666666666666666,0.8421052631578947,0.7407407407407407,0.6071428571428571,0.7727272727272727,0.3333333333333333,0.8333333333333334,0.8,0.6285714285714286,1.0,0.8571428571428571,0.9090909090909091,0.6,0.9166666666666666,0.7222222222222222,1.0,0.4166666666666667,0.7142857142857143,1.0,0.92,0.45161290322580644,0.6774193548387096,0.4074074074074074,0.7222222222222222,0.8,0.9565217391304348,0.43478260869565216,0.5217391304347826,0.4166666666666667,0.4782608695652174,0.6956521739130435,0.5652173913043478,0.6956521739130435,1.0,0.8333333333333334,0.6,0.9565217391304348,0.20833333333333334,0.782608695652174,0.9130434782608695,0.6521739130434783,0.8695652173913043,0.782608695652174,0.25,0.6956521739130435,0.8695652173913043,0.7391304347826086,0.7391304347826086,0.43478260869565216,0.8695652173913043,0.6956521739130435,0.9565217391304348,0.7083333333333334,1.0,0.8333333333333334,0.6521739130434783,0.9565217391304348,0.5652173913043478,0.9565217391304348,0.4166666666666667,0.8695652173913043,0.5652173913043478,1.0,0.5833333333333334,0.9130434782608695,0.4782608695652174,0.5652173913043478,0.6956521739130435
0.697,KNeighbors,GTSRB,0.6939963725369022,random_to_random,0,0.022824525833129883,label_flipping,250,,0.7146517425690456,0.697,20241226_222446,1000,0.7586206896551724,0.4888888888888889,0.6046511627906976,0.5365853658536586,0.5555555555555556,0.6190476190476191,0.6666666666666666,0.7317073170731707,0.9019607843137255,0.8636363636363636,0.5957446808510638,0.8461538461538461,0.23809523809523808,0.5671641791044776,0.84,0.7727272727272727,0.851063829787234,0.8372093023255814,0.36363636363636365,0.7804878048780488,0.8333333333333334,0.6530612244897959,0.8,0.3050847457627119,0.851063829787234,0.6818181818181818,0.7719298245614035,0.8292682926829268,0.9230769230769231,0.851063829787234,0.5957446808510638,0.9361702127659575,0.5853658536585366,0.9777777777777777,0.4166666666666667,0.7916666666666666,0.7368421052631579,0.9583333333333334,0.5,0.7777777777777778,0.3333333333333333,0.6086956521739131,0.7441860465116279,standard,0.6285714285714286,0.5,0.65,0.6470588235294118,0.7692307692307693,0.6842105263157895,0.8125,0.8333333333333334,0.8214285714285714,0.95,0.6363636363636364,0.7586206896551724,0.2777777777777778,0.4318181818181818,0.7777777777777778,0.8095238095238095,0.8333333333333334,0.9,0.6666666666666666,0.8888888888888888,0.8,0.6153846153846154,0.8181818181818182,0.25,0.8333333333333334,0.7142857142857143,0.6470588235294118,1.0,0.8571428571428571,0.8695652173913043,0.5833333333333334,0.9166666666666666,0.6666666666666666,1.0,0.4166666666666667,0.76,0.9333333333333333,0.92,0.4642857142857143,0.6774193548387096,0.32,0.6086956521739131,0.8,0.9565217391304348,0.4782608695652174,0.5652173913043478,0.4583333333333333,0.43478260869565216,0.5652173913043478,0.5652173913043478,0.6521739130434783,1.0,0.7916666666666666,0.56,0.9565217391304348,0.20833333333333334,0.8260869565217391,0.9130434782608695,0.7391304347826086,0.8695652173913043,0.782608695652174,0.25,0.6956521739130435,0.8695652173913043,0.6956521739130435,0.782608695652174,0.391304347826087,0.8695652173913043,0.6521739130434783,0.9565217391304348,0.7083333333333334,1.0,0.8333333333333334,0.6086956521739131,0.9565217391304348,0.5217391304347826,0.9565217391304348,0.4166666666666667,0.8260869565217391,0.6086956521739131,1.0,0.5416666666666666,0.9130434782608695,0.34782608695652173,0.6086956521739131,0.6956521739130435
